,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,streams_in_millions,months_since_released,mthly_streams
182,Creep,Radiohead,1,1992,9,21,36724,7,1271293243,92,G,Major,53,12,34,1,0,12,4,1271.29324,380,3.34551
183,Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,150,A,Major,34,24,56,4,0,11,3,265.88271,51,5.21339
184,Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,94,F,Major,37,17,47,2,46,11,3,841.74953,82,10.26524
185,Cheques,Shubh,1,2023,5,19,67,8,47956378,90,E,Minor,74,36,63,26,0,27,5,47.95638,7,6.85091
186,Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,160,A,Major,54,54,55,67,0,42,11,806.39707,89,9.06064
187,Circles,Post Malone,1,2019,8,30,19664,16,2132335812,120,0,Major,70,59,75,24,0,9,4,2132.33581,52,41.00646
188,Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,109,F,Major,63,46,85,1,0,9,5,1641.42667,170,9.65545
189,Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,129,E,Minor,57,41,66,63,0,12,5,2135.15845,125,17.08127
190,Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,157,G,Major,54,75,60,30,0,7,5,367.31627,12,30.60969
191,You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,130,F#,Major,63,49,73,5,0,9,3,350.38152,33,10.61762
192,Titi Me Preguntï¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,107,F,Minor,65,19,72,10,0,13,25,1264.31084,20,63.21554
193,Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,146,B,Minor,50,67,89,0,0,19,8,30.34321,5,6.06864
194,Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,139,A,Minor,48,37,41,32,0,10,10,405.13681,47,8.61993
195,Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,116,0,Major,74,76,70,7,0,13,3,1145.72761,675,1.69737
196,Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,95,F#,Minor,84,52,77,12,0,7,4,540.65429,163,3.3169
197,POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,170,G#,Minor,62,55,80,15,0,37,7,57.31274,6,9.55212
198,Ditto,NewJeans,1,2022,12,19,1154,22,397582059,134,F#,Minor,81,18,64,3,0,10,11,397.58206,12,33.13184
199,Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,84,F#,Minor,57,86,90,2,0,9,5,1479.11506,477,3.10087
200,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,146,B,Minor,61,20,48,21,0,12,6,86.77363,7,12.39623
201,"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,74,A#,Minor,53,24,67,11,0,10,28,133.75373,8,16.71922
202,Acrï¿½ï¿½s,Shakira,1,2023,5,11,955,29,123124076,144,B,Major,75,35,48,84,0,10,12,123.12408,7,17.58915
203,AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,136,B,Minor,77,79,73,15,0,27,10,463.56496,13,35.65884
204,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,100,E,Major,56,53,55,53,0,12,4,64.53304,7,9.21901
205,S-Class,Stray Kids,1,2023,6,2,290,19,65496046,105,F,Minor,89,67,78,9,0,7,33,65.49605,7,9.35658
206,Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,106,F,Major,67,24,78,15,0,30,4,68.61696,7,9.80242
207,Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,132,D,Major,85,53,68,40,0,9,4,161.46099,9,17.94011
208,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,120,A,Major,78,5,30,21,0,13,5,70.10698,7,10.01528
209,Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,155,C#,Major,82,51,39,2,0,9,49,113.5095,9,12.61217
210,Abcdario,"Junior H, Eden Muï¿½ï",2,2023,5,13,262,5,89933133,129,G#,Major,70,42,43,78,0,11,3,89.93313,7,12.84759
211,Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,135,F,Minor,80,85,74,62,0,8,9,71.00714,15,4.73381
212,Piï¿½ï¿½man Deï¿,"Semicenk, Doï¿½ï¿½u ",2,2023,6,2,185,3,43522589,98,A#,Minor,73,45,62,28,0,13,13,43.52259,7,6.21751
213,FLOWER,JISOO,1,2023,3,31,839,18,232896922,124,A,Minor,84,64,39,3,0,11,4,232.89692,9,25.87744
214,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,135,A,Minor,77,28,55,18,0,22,15,37.12668,7,5.30381
215,Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,107,D,Major,78,39,53,30,0,11,6,195.57662,9,21.73074
216,Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,96,D,Major,54,25,74,14,0,9,11,532.33635,14,38.02402
217,La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,123,G#,Major,71,58,70,30,0,32,19,538.11519,13,41.39348
218,Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,90,G#,Major,62,7,62,6,0,58,6,46.14277,7,6.59182
219,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,117,F,Minor,72,45,59,14,0,20,21,401.03631,13,30.84895
220,Las Morras,"BLESSD, Peso Pluma",2,2023,4,4,291,8,127026613,133,A,Minor,78,90,84,31,0,7,4,127.02661,9,14.11407
221,CHORRITO PA LAS ANIMAS,Feid,1,2022,12,2,2321,36,345031710,96,G#,Minor,74,61,83,11,0,35,6,345.03171,13,26.5409
222,Ch y la Pizza,"Fuerza Regida, Natanael Cano",2,2022,12,1,536,10,288101651,149,G#,Major,66,85,60,40,0,14,13,288.10165,13,22.16167
223,Snow On The Beach (feat. More Lana Del Rey),"Lana Del Rey, Taylor Swift",2,2023,5,26,359,2,60350538,110,F#,Minor,66,32,40,81,0,11,3,60.35054,7,8.62151
224,Players,Coi Leray,1,2022,11,30,4096,6,335074782,105,F#,Major,95,62,52,3,0,5,16,335.07478,13,25.77498
225,Bite Me,ENHYPEN,1,2023,5,22,349,69,76767396,105,C#,Major,80,69,78,28,0,11,14,76.7674,7,10.96677
226,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",2,2023,5,26,381,5,46065667,134,B,Major,76,61,58,6,0,16,3,46.06567,7,6.58081
227,Normal,Feid,1,2022,7,8,2461,36,459276435,170,E,Minor,71,59,56,4,0,27,12,459.27644,18,25.51536
228,Hummingbird (Metro Boomin & James Blake),"James Blake, Metro Boomin",2,2023,6,2,277,1,39666245,81,F#,Major,59,26,60,46,1,25,13,39.66625,7,5.66661
229,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",2,2023,3,1,967,5,138517666,154,F#,Major,63,75,92,31,0,91,5,138.51767,10,13.85177
230,Bad Habit,Steve Lacy,1,2022,6,29,8186,12,822633917,169,C#,Major,69,69,51,63,0,38,4,822.63392,18,45.70188
231,CUFF IT,Beyoncï¿,1,2022,7,29,7842,10,595900742,115,G,Major,78,64,69,4,0,7,14,595.90074,17,35.05298
232,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, Suga",2,2023,6,5,215,6,51985779,84,A,Minor,43,14,74,1,0,19,8,51.98578,6,8.6643
233,69,"Nicky Jam, Feid",2,2023,5,18,1134,22,57945987,93,G#,Major,79,58,62,11,0,11,23,57.94599,7,8.278
234,Niï¿½ï¿½a Bo,"Sean Paul, Feid",2,2023,4,21,1305,34,115010040,91,G,Major,82,47,62,10,0,10,15,115.01004,8,14.37626
235,Search & Rescue,Drake,1,2023,4,7,2066,6,175097833,142,A#,Minor,82,54,44,6,0,33,7,175.09783,8,21.88723
236,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),"Kendrick Lamar, Beyoncï¿",2,2023,5,19,896,0,57089066,126,C#,Major,78,20,70,1,0,16,4,57.08907,7,8.15558
237,Lavender Haze,Taylor Swift,1,2022,10,21,3763,8,488386797,97,A#,Major,73,10,44,26,0,16,8,488.3868,14,34.88477
238,"Link Up (Metro Boomin & Don Toliver, Wizkid feat. BEAM & Toian) - Spider-Verse Remix (Spider-Man: Across the Spider-Verse )","WizKid, Toian, Metro Boomin, Don Toliver, Beam",5,2023,6,2,197,0,32761689,101,F,Major,92,59,51,41,51,26,8,32.76169,7,4.68024
239,Efecto,Bad Bunny,1,2022,5,6,4004,33,1047480053,98,G,Minor,80,23,48,14,0,6,5,1047.48005,20,52.374
240,Erro Gostoso - Ao Vivo,Simone Mendes,1,2023,1,27,984,5,153454328,154,F#,Major,59,63,89,18,0,80,9,153.45433,11,13.95039
241,Cupido,Tini,1,2023,2,14,1240,24,217672943,120,A,Major,91,63,58,52,0,31,22,217.67294,10,21.76729
242,Just Wanna Rock,Lil Uzi Vert,1,2022,10,17,3995,13,457184829,150,B,Major,49,4,55,7,0,6,3,457.18483,14,32.65606
243,Unstoppable,Sia,1,2016,1,21,7681,13,939844851,174,A,Major,47,27,78,11,0,10,8,939.84485,96,9.79005
244,Until I Found You,Stephen Sanchez,1,2021,9,1,4427,4,726434358,202,A#,Major,34,25,51,69,0,18,4,726.43436,28,25.94408
245,Rich Flex,"Drake, 21 Savage",2,2022,11,4,4657,18,573633020,153,B,Minor,56,42,52,5,0,36,24,573.63302,14,40.97379
246,Easy On Me,Adele,1,2021,10,14,10195,20,1406111294,142,F,Major,60,13,37,58,0,13,3,1406.11129,26,54.0812
247,Cartï¿½ï¿½o B,"MC Caverinha, KayBlack",2,2023,5,11,269,4,71573339,108,A,Minor,84,55,47,26,0,20,64,71.57334,7,10.22476
248,Danger (Spider) (Offset & JID),"Offset, JID",2,2023,6,2,214,0,24975653,143,B,Major,83,25,69,4,0,23,12,24.97565,7,3.56795
249,Oi Balde - Ao Vivo,Zï¿½ï¿½ Neto & Crist,1,2023,2,14,845,2,145458418,108,D,Major,67,55,67,60,0,80,5,145.45842,10,14.54584
250,The Real Slim Shady,Eminem,1,2000,1,1,20763,27,1424589568,104,F,Minor,95,78,66,3,0,4,6,1424.58957,292,4.87873
251,MERCHO,"Migrantes, LiL CaKe, Nico Valdi",3,2022,12,16,1267,20,231332117,93,F#,Minor,84,96,79,43,0,18,11,231.33212,12,19.27768
252,The Color Violet,Tory Lanez,1,2021,12,10,2585,32,415932686,105,F#,Minor,65,46,53,16,0,9,5,415.93269,25,16.63731
253,Glimpse of Us,Joji,1,2022,6,10,6330,6,988515741,170,G#,Major,44,27,32,89,0,14,5,988.51574,18,54.91754
254,Mejor Que Yo,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,5,4,675,1,50847624,178,C#,Minor,62,56,66,18,0,12,5,50.84762,8,6.35595
255,Curtains,Ed Sheeran,1,2023,5,5,715,0,39893489,176,F#,Minor,50,44,76,10,0,32,5,39.89349,8,4.98669
256,UNFORGIVEN (feat. Nile Rodgers),"Nile Rodgers, LE SSERAFIM",2,2023,5,1,327,13,92035115,104,E,Minor,80,38,88,11,0,11,5,92.03512,8,11.50439
257,Haegeum,Agust D,1,2023,4,21,244,12,118810253,85,G,Major,70,83,84,31,0,47,30,118.81025,8,14.85128
258,Conexï¿½ï¿½es de Mï¿½ï¿½fia (feat. Rich ,"Rich The Kid, Matuï¿",2,2023,4,30,385,4,77233241,117,F#,Minor,77,69,58,39,0,26,5,77.23324,8,9.65415
259,MIENTRAS ME CURO DEL CORA,Karol G,1,2023,2,24,1020,35,206399629,80,0,Major,52,57,48,86,0,15,39,206.39963,10,20.63996
260,Never Felt So Alone,Labrinth,1,2023,4,7,1730,3,117747907,98,F,Major,44,36,41,50,0,38,5,117.74791,8,14.71849
261,X SI VOLVEMOS,"Karol G, Romeo Santos",2,2023,2,2,2127,33,266624541,178,C#,Minor,79,58,78,34,0,11,25,266.62454,11,24.23859
262,ceilings,Lizzy McAlpine,1,2022,4,8,3242,9,293186992,148,A,Major,51,27,33,48,0,22,3,293.18699,21,13.96129
263,Cupid,Fifty Fifty,1,2023,2,24,526,10,139681964,120,D,Major,77,94,66,65,0,38,3,139.68196,10,13.9682
264,I AM,IVE,1,2023,4,10,366,15,123132751,122,E,Minor,68,38,88,1,0,8,5,123.13275,8,15.39159
265,Cupid ï¿½ï¿½ï¿½ Twin Ver. (FIFTY FIFTY) ï¿½ï¿½ï¿½ Spe,sped up 8282,1,1997,1,1,472,2,103762518,144,F,Major,74,75,73,42,0,9,4,103.76252,328,0.31635
266,Shorty Party,"Cartel De Santa, La Kelly",2,2023,3,4,432,12,162887075,96,D,Major,93,47,47,33,0,10,36,162.88708,10,16.28871
267,Super,SEVENTEEN,1,2023,4,24,271,12,91221625,137,G#,Major,77,35,88,16,0,17,9,91.22162,8,11.4027
268,Slut Me Out,NLE Choppa,1,2022,4,22,816,4,190490915,121,F#,Minor,94,71,61,12,0,53,42,190.49092,20,9.52455
269,Double Fantasy (with Future),"The Weeknd, Future",2,2023,4,21,1169,0,96180277,119,A,Minor,60,10,57,1,0,50,3,96.18028,8,12.02254
270,All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6,185240616,96,D,Major,72,40,47,71,0,13,4,185.24062,53,3.49511
271,PROVENZA,Karol G,1,2022,4,21,6587,34,885093467,111,C#,Major,87,53,52,66,1,11,5,885.09347,20,44.25467
272,Princess Diana (with Nicki Minaj),"Nicki Minaj, Ice Spice",2,2023,4,14,1444,4,104992946,148,A,Major,90,74,68,14,0,10,19,104.99295,8,13.12412
273,Di Que Si,"Grupo Marca Registrada, Grupo Frontera",2,2023,2,3,356,10,147290338,182,A,Major,57,80,59,8,0,6,5,147.29034,11,13.39003
274,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,141,D,Major,79,82,86,28,0,4,9,1302.18409,28,46.50657
275,Igualito a Mi Apï¿,"Fuerza Regida, Peso Pluma",2,2022,12,30,265,6,158950978,145,E,Minor,76,80,81,19,0,6,9,158.95098,12,13.24591
276,Shoong! (feat. LISA of BLACKPINK),"TAEYANG, Lisa",2,2023,4,25,351,9,76910644,110,B,Minor,76,26,70,1,0,41,6,76.91064,8,9.61383
277,Komang,Raim Laode,1,2022,8,16,158,4,137123880,134,G,Major,70,35,41,41,0,10,3,137.12388,16,8.57024
278,DESPECHï¿,ROSALï¿½,1,2022,7,28,7613,33,782369383,130,G,Major,92,78,62,18,0,6,10,782.36938,17,46.02173
279,Made You Look,Meghan Trainor,1,2022,10,21,3956,6,502574952,145,A#,Major,84,88,53,35,0,8,7,502.57495,14,35.89821
280,Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",3,2023,2,5,1638,10,207033255,130,B,Minor,69,36,90,1,10,15,4,207.03326,10,20.70333
281,No Se Va,Grupo Frontera,1,2022,4,28,924,18,404887295,173,0,Major,59,69,53,12,0,23,3,404.8873,20,20.24436
282,Punto G,Quevedo,1,2022,11,4,1985,35,381161027,92,B,Minor,75,55,76,25,0,10,15,381.16103,14,27.22579
283,Lovers Rock,TV Girl,1,2014,6,5,6339,13,466231982,105,F,Minor,56,57,87,0,1,10,4,466.23198,116,4.01924
284,METAMORPHOSIS,INTERWORLD,1,2021,11,25,1561,24,357580552,175,G,Minor,59,15,64,43,90,12,10,357.58055,25,14.30322
285,Mami Chula,"Quevedo, Jhayco",2,2023,4,27,875,4,61105704,120,G,Minor,80,33,70,22,0,9,4,61.1057,8,7.63821
286,En Paris,"El Chachito, Junior H",2,2022,12,24,406,5,198275403,139,D#,Minor,70,77,48,37,0,12,5,198.2754,12,16.52295
287,Set Me Free Pt.2,Jimin,1,2023,3,17,340,13,168448603,132,0,Minor,59,56,82,12,0,12,6,168.4486,9,18.71651
288,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,114,A#,Major,32,17,74,14,0,17,3,705.46977,70,10.07814
289,Don't ever say love me (feat. RM of BTS),"RM, Colde",2,2023,5,4,105,0,34502215,145,B,Minor,54,19,48,36,0,37,5,34.50222,8,4.31278
290,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,110,0,Major,82,67,69,0,0,18,4,482.17524,15,32.14502
291,Gato de Noche,"Nengo Flow, Bad Bunny",2,2022,12,22,2651,30,304118600,94,G#,Major,89,61,66,17,0,36,16,304.1186,12,25.34322
292,Call Out My Name,The Weeknd,1,2018,3,29,11087,6,1449799467,134,C#,Major,45,17,60,21,0,33,4,1449.79947,70,20.71142
293,Like Crazy (English Version),Jimin,1,2023,3,24,373,19,173627354,120,G,Major,62,32,76,0,0,39,4,173.62735,9,19.29193
294,Rosa Pastel,"Jasiel Nuï¿½ï¿½ez, Peso P",2,2023,2,2,200,4,90025258,123,G,Minor,70,86,68,24,0,11,4,90.02526,11,8.18411
295,Sunroof,"Nicky Youre, Dazy",2,2021,12,3,3741,17,652704649,131,A#,Major,77,84,71,35,0,15,4,652.70465,25,26.10819
296,Lose Yourself - Soundtrack Version,Eminem,1,2002,1,1,32502,21,1829992958,171,D,Major,70,6,73,1,0,36,26,1829.99296,267,6.85391
297,Superman,"Eminem, Dina Rae",2,2002,5,26,7615,14,655466831,130,E,Minor,80,64,76,2,0,20,6,655.46683,262,2.50178
298,Mas Rica Que Ayer,"Mambo Kingz, DJ Luian, Anuel Aa",3,2023,3,2,1208,34,146409671,94,B,Major,82,53,67,34,0,9,8,146.40967,10,14.64097
299,People Pt.2 (feat. IU),"IU, Agust D",2,2023,4,7,209,4,95816024,89,G,Minor,73,44,57,39,0,32,6,95.81602,8,11.977
300,REMIX EXCLUSIVO,Feid,1,2023,3,17,1235,9,117206995,87,F,Minor,65,71,56,4,0,15,20,117.207,9,13.023
301,"Arcï¿½ï¿½ngel: Bzrp Music Sessions, Vol","Arcangel, Bizarrap",2,2023,3,22,654,3,100409613,124,B,Minor,72,79,78,55,0,15,30,100.40961,9,11.15662
302,DOGTOOTH,"Tyler, The Creator",2,2023,3,27,1479,0,80758350,78,G#,Major,71,80,65,51,0,22,32,80.75835,9,8.97315
303,10:35,"Tiï¿½ï¿½sto, Tate M",2,2022,11,1,4942,26,325592432,120,G#,Major,70,70,79,7,0,18,10,325.59243,14,23.2566
304,SORRY NOT SORRY,"Tyler, The Creator",2,2023,3,31,709,0,58473276,96,F#,Minor,48,50,80,40,0,37,20,58.47328,9,6.49703
305,HAPPY,NF,1,2023,3,25,660,0,52722996,106,G,Major,73,22,86,31,0,12,4,52.723,9,5.85811
306,La Bebe,Yng Lvcas,1,2021,12,24,489,17,191945597,170,D,Minor,78,75,46,62,0,12,35,191.9456,24,7.99773
307,I Know - PR1SVX Edit,"Kanii, PR1ISVX",2,2023,3,24,407,0,77377503,134,B,Minor,67,11,76,8,47,30,7,77.3775,9,8.5975
308,Late Night Talking,Harry Styles,1,2022,5,20,7461,8,743693613,115,A#,Major,71,90,73,30,0,11,5,743.69361,19,39.14177
309,Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608,130,F#,Major,74,79,87,45,0,30,3,267.78961,12,22.3158
310,Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483,118,0,Major,65,63,79,3,0,10,3,1221.81348,46,26.56116
311,Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773,110,G,Major,59,22,38,42,0,12,3,449.70177,20,22.48509
312,VOID,Melanie Martinez,1,2023,3,29,596,0,67070410,100,A,Major,72,42,66,18,4,19,4,67.07041,9,7.45227
313,Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601,142,G,Minor,70,76,79,26,0,11,7,116.3346,9,12.92607
314,Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509,140,0,Major,64,18,37,72,0,12,7,433.35651,14,30.95404
315,If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767,116,G,Major,90,96,73,62,0,9,4,165.58477,10,16.55848
316,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,120,A,Major,73,64,85,25,0,61,3,367.81431,19,19.35865
317,LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549,92,F,Minor,76,46,79,31,0,7,6,477.03355,21,22.71588
318,Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700,110,G#,Minor,81,64,79,5,0,31,3,156.2147,14,11.15819
319,Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705,120,A#,Major,71,57,97,1,0,13,11,448.8437,23,19.51494
320,Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774,80,G#,Major,63,40,61,9,0,56,6,1357.60877,346,3.92372
321,CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144,115,F,Minor,95,43,69,47,0,9,31,294.35214,13,22.64247
322,I Love You So,The Walters,1,2014,11,28,7536,7,972164968,76,A#,Major,58,46,67,65,0,13,4,972.16497,110,8.83786
323,Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682,172,F#,Major,60,77,78,45,0,12,6,920.04568,83,11.08489
324,Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338,99,A#,Major,40,45,56,69,0,9,5,2420.46134,88,27.50524
325,The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785,136,0,Minor,36,12,57,9,0,14,8,1947.37178,104,18.72473
326,Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767,150,G#,Minor,90,64,14,67,35,11,10,244.65877,56,4.36891
327,Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992,92,A#,Minor,71,41,31,79,0,10,5,68.21699,8,8.52712
328,Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566,95,C#,Major,77,72,87,17,0,7,5,223.58257,12,18.63188
329,LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764,102,B,Minor,83,58,83,21,0,10,5,471.81976,17,27.7541
330,Low,SZA,1,2022,12,9,1911,0,272377463,145,0,Minor,70,34,55,43,0,16,6,272.37746,12,22.69812
331,Numb,Linkin Park,1,2003,3,24,20111,5,1361425037,110,A,Major,50,24,86,0,0,64,4,1361.42504,252,5.40248
332,Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242,95,0,Major,64,30,77,46,0,38,6,149.77824,10,14.97782
333,on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790,94,B,Minor,68,81,82,53,0,9,13,116.59979,10,11.65998
334,One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433,142,G,Major,61,92,91,0,0,26,3,148.46943,13,11.42073
335,Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336,145,F#,Minor,59,20,74,1,0,15,5,497.22534,17,29.24855
336,Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109,121,F#,Minor,64,67,80,0,0,36,3,88.79111,10,8.87911
337,Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280,140,D#,Minor,66,43,76,49,0,12,3,125.91728,10,12.59173
338,Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254,137,C#,Minor,84,44,67,8,0,11,6,105.06225,10,10.50622
339,Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148,104,G#,Major,56,72,85,0,0,15,3,95.62315,11,8.69301
340,Heaven,Niall Horan,1,2023,2,17,1553,2,144584800,92,F,Major,57,68,76,7,0,33,3,144.5848,10,14.45848
341,LET GO,Central Cee,1,2022,12,15,2301,20,298063749,146,D,Minor,74,51,45,86,0,21,38,298.06375,12,24.83865
342,Sial,Mahalini,1,2023,1,23,134,4,166570053,120,D,Major,56,20,43,89,0,12,4,166.57005,11,15.14273
343,I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468,144,D,Major,68,83,81,9,0,8,4,83.02147,11,7.54741
344,"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056,94,A,Major,59,44,56,80,0,6,3,139.83606,14,9.98829
345,SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294,94,G#,Major,73,65,79,5,2,11,6,303.21629,14,21.65831
346,PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663,113,G,Minor,79,66,74,8,0,11,5,221.40966,12,18.4508
347,Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931,148,E,Major,50,49,76,12,0,12,3,58.89093,10,5.88909
348,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389,98,C#,Major,70,29,73,12,0,11,26,81.41939,10,8.14194
349,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415,140,B,Major,58,26,38,91,0,10,4,156.77741,19,8.25144
350,Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,100,G,Major,36,28,28,81,0,18,3,284.90832,12,23.74236
351,PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910,140,F#,Major,86,68,79,39,0,11,29,93.43891,10,9.34389
352,Hype Boy,NewJeans,1,2022,8,1,892,17,363472647,100,E,Minor,59,78,94,27,0,29,23,363.47265,17,21.38074
353,Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382,100,A,Minor,59,49,65,2,0,13,3,372.47638,158,2.35745
354,Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517,132,0,Minor,87,82,70,42,0,21,5,380.72652,14,27.19475
355,ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272,142,D,Major,49,48,67,10,0,26,3,56.53327,10,5.65333
356,WANDA,Quevedo,1,2023,1,20,888,22,175399345,176,E,Minor,72,96,63,25,0,21,7,175.39934,11,15.94539
357,Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468,140,F#,Major,53,51,70,49,0,14,3,203.22147,20,10.16107
358,In The End,Linkin Park,1,2000,10,24,25065,6,1624165576,105,D#,Minor,55,40,90,1,0,32,6,1624.16558,282,5.75945
359,Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498,135,F,Major,81,97,77,75,0,35,3,134.2945,12,11.19121
360,Lovezinho,Treyce,1,2022,7,28,242,0,70069745,128,E,Minor,82,61,59,30,0,12,4,70.06974,17,4.12175
361,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408,101,F,Major,74,43,69,12,0,12,7,609.29341,19,32.06807
